"ORGANIZATIONID","NAME","NEXTID","STARTDATE","EXPIRATIONDATE"
270,"The Library of Huainan Normal University",17886,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
272,"The Library of Yunnan Agriculture University",17897,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
294,"Xinjiang Bayinguolengmongolai Autonomous Prefecure Institute of Agricultural Sciences",18033,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
297,"Yanshan University",18046,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
121,"Chenshan Botanical Garden, Shanghai",16754,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
158,"Guangzhou Jinan University",17006,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
159,"Guizhou Academy of Sciences",17011,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
162,"Hainan University",17031,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
169,"Heilongjiang University",17135,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
24,"Monsanto",5,01-MAR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,29-FEB-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
30,"Oklahoma State University",2,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
42,"Universiteit Gent",8,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
51,"University of Nebraska Lincoln",4,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
50,"University of Montreal",2,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
52,"University of Queensland",5,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
668,"Chinese Center for Disease Control and Prevention",9,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
88,"Southern Illinois University Carbondale",3,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
945,"University of Mining and Technology",10,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
100,"University of Michigan",10,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
2,"Auburn University",2,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
17,"IST Austria",3,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
21,"Massey University",6,23-FEB-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,20-JUN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
175,"Hunan Environment-Biological Polytechnic",17175,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
182,"Institute of Agricultural Information and Economy Research, Hebei AAFS",17212,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
185,"Institute of Bast Fiber Crops, CAAS",17216,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
187,"Institute of Information and Technology, Chinese Academy of Tropical Agricultural Sciences",17227,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
194,"Iowa State University",17255,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
776,"Qingdao Technological University",36095,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
779,"School of Nursing Peking Union Medical College",36098,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
780,"Science & Technology Information Institute of Xinjiang Uygur Autonomous Region",36100,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
631,"Shanghai Veterinary Research Institute, CAAS",36181,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
791,"Shanxi Microbiology Institute",36199,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
797,"Shengzhen University",36229,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
799,"Shenzhen Entry-Exit Inspection and Quarantine Bureau",36233,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
828,"Tsinghua University",36441,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
66,"UC San Diego",36547,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
638,"Wuhan Branch of the National Science Library, CAS",36749,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
906,"Afghanistan",47625,01-APR-14 12.00.00.000000000 PM +08:00,
907,"Bangladesh",48027,01-APR-14 12.00.00.000000000 PM +08:00,
846,"Xi'an Shiyou University",36784,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
639,"Xinjiang Institute of Ecology and Geography, CAS",36808,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
856,"XinXiang University",36859,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
858,"Xuzhou Medical College",36869,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
859,"Yangzhou University",36887,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
640,"Yantai Institute of Coastal Zone Research, Chinese Academy of Sciences",36891,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
912,"Central African Republic",48280,01-APR-14 12.00.00.000000000 PM +08:00,
642,"Anhui Polytechnic University Library",35092,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
645,"Baotou Medical College of Inner Mongolia University of Science and Technology",35105,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
646,"BASF",35118,01-MAR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,29-FEB-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
591,"Chinese Acad Med Sci, Peking Union Med Coll, Fuwai Hospital & Cardiovascular Institute",35288,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
670,"Chong Qing University of Science & Technology Library",35334,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
674,"Dalian University of Technology",35368,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
685,"Guangdong Medical College",35487,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
687,"Guangzhou Medica1 University Library",35512,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
708,"Hubei Qiche Industry College",35665,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
714,"Information Center Liaoning Academy of Agricultural Sciences",35704,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
718,"Inner Mongolia Medical College Library",35716,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
720,"Institute of Agricultural Economics & Information of Xinjiang Academy of Agricultural Sciences",35724,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
727,"Jiangsu Information Institute of Science and Technology",35819,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
737,"Liaoning Medical University",35865,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
739,"Liaoning University of Technology",35877,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
750,"Longping College of Graduate School in Central South University and Hunan Academy of Agricultural Sciences",35941,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
752,"Sichuan Medical University",35950,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
753,"Medical Collage Tibet University",35951,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
759,"NanJing College of Information Technology",35988,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
765,"National Natural Science Foundation of China (NSFC)",36016,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
767,"North China Coal Medical College",36027,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
769,"Oregon State University",36034,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
628,"Purple Mountain Observatory, CAS",36083,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
774,"Qingdao Centers for Disease Control and Prevention",36084,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
921,"Liberia",49062,01-APR-14 12.00.00.000000000 PM +08:00,
927,"Nepal",49320,01-APR-14 12.00.00.000000000 PM +08:00,
934,"Togo",49714,01-APR-14 12.00.00.000000000 PM +08:00,
944,"University of Utah",3,06-NOV-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
946,"Shanghai Tech University",7,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
956,"Guizhou Institute of Biology",2,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1061,"Services for all institutes of the Max Planck Society - Testing Infrastructure",50643,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1072,"Jiangxi Academy of Forestry",2,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1073,"University of Iowa",3,01-MAY-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,30-APR-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
980,"Max Planck Institute for Astrophysics",4,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
981,"Bibliotheca Hertziana - Max Planck Institute for Art History",4,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
982,"Max Planck Institute of Biochemistry",4,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
983,"Max Planck Institute for Biogeochemistry",5,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1004,"Max Planck Institute for Evolutionary Anthropology",50385,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1021,"Max Planck Institute for Mathematics in the Sciences",50466,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1030,"Max Planck Institute for Psycholinguistics",50520,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1033,"Max Planck Institute for Social Anthropology",50531,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1042,"Max Planck Institute for the Science of Light",50566,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1050,"Max Planck Institute of Microstructure Physics",50599,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1051,"Max Planck Institute of Molecular Biomedicine",50602,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1075,"Zhejiang A and F University",3,01-JUL-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1092,"Sichuan Medical University",18,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1093,"Henan University Library",13,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1094,"Beijing Technology and Business University",12,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1090,"Beijing University of Technology Library",7,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1091,"Shanghai Technical lnstitute of Electronics and Information",7,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1095,"Tianjin Institute of Industrial Biotechnology, CAS",3,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1096,"Beijing Institute of Clinical Medicine",3,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1097,"Kunming University",5,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1098,"Beijing Tian Tan Hospital, Capital Medical University",3,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1099,"General Hospital of Beijing Military Region Department of Library PLA",3,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1100,"University of Zurich",1,11-JUN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,30-JUN-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1101,"Administration cantonale genevoise",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1102,"Bern University Hospital",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1103,"Bern University of Applied Sciences",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1104,"Centre Hospitalier Universitaire Vaudois",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1105,"Ecole hôtelière de Lausanne",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1106,"Ecole Politechnique Federal de Lausanne",6,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1107,"Eidgenoessisches Hochschulinstitut fuer Berufsbildung",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1108,"EMPA Material Science &",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1166,"Technical Physics Institute of Heilongjiang Academy of Sciences",4,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1110,"ETH Zurich",7,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1111,"Euresearch",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1112,"Fachhochschule St. Gallen",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1113,"Fernfachhochschule Schweiz",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1114,"Haute Ecole Neuchatel Berne Jura",5,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1115,"Haute ecole pedagogique du canton de Vaud",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1116,"Haute Ecole pedagogique Fribourg",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1117,"Hochschule fuer Technik Bern",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1118,"Hochschule fuer Technik Burgdorf",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1119,"Hochschule fuer Technik Chur",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1120,"Hochschule fuer Technik Rapperswil",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1121,"Hochschule fuer Technik und Architektur Biel",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1122,"Hoehere Fachschule fuer Technik Mittelland",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1123,"IMD",6,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1124,"Innerstaatliche Hochschule fuer Technik Buchs",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1125,"Interkantonale Hochschule fuer Heilpaedagogik",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1126,"Kantonsspital Basel",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1127,"Laureate Hospitality Education",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1128,"Lucerne University of Applied Sciences and Arts",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1129,"MeteoSwiss",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1130,"National Emergency Operations Centre",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1131,"Paedagogische Hochschule Thurgau",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1132,"Paul Scherrer Institute",5,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1133,"Phys.Meteo.Observatorium Davos",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1134,"Schweizerische Hochschule fuer Landwirtschaft",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1135,"Scuola universitaria professionale della Svizzera italiana",8,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1136,"Swiss Federal Institute for Forest, Snow and Landscape Research WSL",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1137,"Swiss National Science Foundation",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1138,"Swiss National Supercomputing Centre",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1139,"SWITCH",6,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1140,"University Hospital Zurich",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1141,"University Hospitals of Geneva",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1142,"University of Applied Sciences and Arts Northwestern Switzerland Basel",8,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1143,"University of Applied Sciences and Arts Northwestern Switzerland Brug",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1144,"University of Applied Sciences and Arts Northwestern Switzerland, Aargau",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1145,"University of Applied Sciences and Arts Western Switzerland",5,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1146,"University of Applied Sciences and Arts Western Switzerland Fribourg",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1147,"University of Applied Sciences and Arts Western Switzerland Yverdon",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1148,"University of Basel",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1149,"University of Bern",7,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1150,"University of Fribourg",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1151,"University of Geneva",7,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1152,"University of Liechtenstein",6,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1153,"University of Neuchatel",5,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1154,"University of St. Gallen",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1155,"Wissenschaftliches Netz Wallis",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
